id	pathway_id	pathway_name
34098	hsa05161	Hepatitis B
34099	hsa05203	Viral carcinogenesis
34100	hsa03040	Spliceosome
34101	hsa04070	Phosphatidylinositol signaling system
34102	hsa03040	Spliceosome
34103	hsa00600	Sphingolipid metabolism
34104	hsa01100	Metabolic pathways
34105	hsa04071	Sphingolipid signaling pathway
34106	hsa04120	Ubiquitin mediated proteolysis
34107	hsa04144	Endocytosis
34108	hsa04530	Tight junction
34109	hsa04960	Aldosterone-regulated sodium reabsorption
34110	hsa00600	Sphingolipid metabolism
34111	hsa01100	Metabolic pathways
34112	hsa04071	Sphingolipid signaling pathway
34113	hsa04120	Ubiquitin mediated proteolysis
34114	hsa04144	Endocytosis
34115	hsa04530	Tight junction
34116	hsa04960	Aldosterone-regulated sodium reabsorption
34117	hsa00564	Glycerophospholipid metabolism
34118	hsa05231	Choline metabolism in cancer
34119	hsa04137	Mitophagy - animal
34120	hsa05202	Transcriptional misregulation in cancer
34121	hsa05211	Renal cell carcinoma
34122	hsa00020	Citrate cycle (TCA cycle)
34123	hsa00640	Propanoate metabolism
34124	hsa01100	Metabolic pathways
34125	hsa01200	Carbon metabolism
34126	hsa04610	Complement and coagulation cascades
34127	hsa04640	Hematopoietic cell lineage
34128	hsa04151	PI3K-Akt signaling pathway
34129	hsa04510	Focal adhesion
34130	hsa04512	ECM-receptor interaction
34131	hsa04810	Regulation of actin cytoskeleton
34132	hsa04933	AGE-RAGE signaling pathway in diabetic complications
34133	hsa05100	Bacterial invasion of epithelial cells
34134	hsa05146	Amoebiasis
34135	hsa05165	Human papillomavirus infection
34136	hsa05200	Pathways in cancer
34137	hsa05205	Proteoglycans in cancer
34138	hsa05222	Small cell lung cancer
34139	hsa00310	Lysine degradation
34140	hsa04144	Endocytosis
34141	hsa04144	Endocytosis
34142	hsa04260	Cardiac muscle contraction
34143	hsa04261	Adrenergic signaling in cardiomyocytes
34144	hsa05410	Hypertrophic cardiomyopathy (HCM)
34145	hsa05414	Dilated cardiomyopathy (DCM)
34146	hsa04071	Sphingolipid signaling pathway
34147	hsa04072	Phospholipase D signaling pathway
34148	hsa04360	Axon guidance
34149	hsa04380	Osteoclast differentiation
34150	hsa04510	Focal adhesion
34151	hsa04520	Adherens junction
34152	hsa04611	Platelet activation
34153	hsa04650	Natural killer cell mediated cytotoxicity
34154	hsa04660	T cell receptor signaling pathway
34155	hsa04664	Fc epsilon RI signaling pathway
34156	hsa04725	Cholinergic synapse
34157	hsa05020	Prion diseases
34158	hsa05130	Pathogenic Escherichia coli infection
34159	hsa05416	Viral myocarditis
34160	hsa04974	Protein digestion and absorption
34161	hsa04974	Protein digestion and absorption
34162	hsa00310	Lysine degradation
34163	hsa04141	Protein processing in endoplasmic reticulum
34164	hsa03008	Ribosome biogenesis in eukaryotes
34165	hsa00430	Taurine and hypotaurine metabolism
34166	hsa01100	Metabolic pathways
34167	hsa04657	IL-17 signaling pathway
34168	hsa04668	TNF signaling pathway
34169	hsa05152	Tuberculosis
34170	hsa05202	Transcriptional misregulation in cancer
34171	hsa00430	Taurine and hypotaurine metabolism
34172	hsa01100	Metabolic pathways
34173	hsa00564	Glycerophospholipid metabolism
34174	hsa01522	Endocrine resistance
34175	hsa04622	RIG-I-like receptor signaling pathway
34176	hsa05161	Hepatitis B
34177	hsa05203	Viral carcinogenesis
34178	hsa04622	RIG-I-like receptor signaling pathway
34179	hsa05161	Hepatitis B
34180	hsa05203	Viral carcinogenesis
34181	hsa04144	Endocytosis
34182	hsa00562	Inositol phosphate metabolism
34183	hsa01100	Metabolic pathways
34184	hsa04070	Phosphatidylinositol signaling system
34185	hsa04072	Phospholipase D signaling pathway
34186	hsa04144	Endocytosis
34187	hsa04510	Focal adhesion
34188	hsa04666	Fc gamma R-mediated phagocytosis
34189	hsa04810	Regulation of actin cytoskeleton
34190	hsa05231	Choline metabolism in cancer
34191	hsa04120	Ubiquitin mediated proteolysis
34192	hsa04714	Thermogenesis
34193	hsa05225	Hepatocellular carcinoma
34194	hsa00230	Purine metabolism
34195	hsa04927	Cortisol synthesis and secretion
34196	hsa04934	Cushing syndrome
34197	hsa05032	Morphine addiction
34198	hsa00230	Purine metabolism
34199	hsa04927	Cortisol synthesis and secretion
34200	hsa04934	Cushing syndrome
34201	hsa05032	Morphine addiction
34202	hsa04217	Necroptosis
34203	hsa05034	Alcoholism
34204	hsa05322	Systemic lupus erythematosus
34205	hsa04217	Necroptosis
34206	hsa05034	Alcoholism
34207	hsa05322	Systemic lupus erythematosus
34208	hsa04144	Endocytosis
34209	hsa04621	NOD-like receptor signaling pathway
34210	hsa04657	IL-17 signaling pathway
34211	hsa04110	Cell cycle
34212	hsa05170	Human immunodeficiency virus 1 infection
34213	hsa04022	cGMP-PKG signaling pathway
34214	hsa04371	Apelin signaling pathway
34215	hsa04928	Parathyroid hormone synthesis, secretion and action
34216	hsa05418	Fluid shear stress and atherosclerosis
34217	hsa04120	Ubiquitin mediated proteolysis
34218	hsa00740	Riboflavin metabolism
34219	hsa01100	Metabolic pathways
34220	hsa04012	ErbB signaling pathway
34221	hsa04062	Chemokine signaling pathway
34222	hsa04217	Necroptosis
34223	hsa04630	Jak-STAT signaling pathway
34224	hsa04658	Th1 and Th2 cell differentiation
34225	hsa04659	Th17 cell differentiation
34226	hsa04917	Prolactin signaling pathway
34227	hsa04933	AGE-RAGE signaling pathway in diabetic complications
34228	hsa05161	Hepatitis B
34229	hsa05162	Measles
34230	hsa05166	Human T-cell leukemia virus 1 infection
34231	hsa05200	Pathways in cancer
34232	hsa05203	Viral carcinogenesis
34233	hsa05220	Chronic myeloid leukemia
34234	hsa05221	Acute myeloid leukemia
34235	hsa05223	Non-small cell lung cancer
34236	hsa04012	ErbB signaling pathway
34237	hsa04062	Chemokine signaling pathway
34238	hsa04217	Necroptosis
34239	hsa04630	Jak-STAT signaling pathway
34240	hsa04658	Th1 and Th2 cell differentiation
34241	hsa04659	Th17 cell differentiation
34242	hsa04917	Prolactin signaling pathway
34243	hsa04933	AGE-RAGE signaling pathway in diabetic complications
34244	hsa05161	Hepatitis B
34245	hsa05162	Measles
34246	hsa05166	Human T-cell leukemia virus 1 infection
34247	hsa05200	Pathways in cancer
34248	hsa05203	Viral carcinogenesis
34249	hsa05220	Chronic myeloid leukemia
34250	hsa05221	Acute myeloid leukemia
34251	hsa05223	Non-small cell lung cancer
34252	hsa04910	Insulin signaling pathway
34253	hsa04390	Hippo signaling pathway
34254	hsa04530	Tight junction
34255	hsa05165	Human papillomavirus infection
34256	hsa05203	Viral carcinogenesis
34257	hsa04910	Insulin signaling pathway
34258	hsa04142	Lysosome
34259	hsa04210	Apoptosis
34260	hsa00010	Glycolysis / Gluconeogenesis
34261	hsa00020	Citrate cycle (TCA cycle)
34262	hsa00620	Pyruvate metabolism
34263	hsa01100	Metabolic pathways
34264	hsa01200	Carbon metabolism
34265	hsa04310	Wnt signaling pathway
34266	hsa04120	Ubiquitin mediated proteolysis
34267	hsa03010	Ribosome
34268	hsa00010	Glycolysis / Gluconeogenesis
34269	hsa01100	Metabolic pathways
34270	hsa01200	Carbon metabolism
34271	hsa01230	Biosynthesis of amino acids
34272	hsa04066	HIF-1 signaling pathway
34273	hsa05010	Alzheimer disease
34274	hsa03040	Spliceosome
34275	hsa03040	Spliceosome
34276	hsa04514	Cell adhesion molecules (CAMs)
34277	hsa04660	T cell receptor signaling pathway
34278	hsa04666	Fc gamma R-mediated phagocytosis
34279	hsa05340	Primary immunodeficiency
34280	hsa04514	Cell adhesion molecules (CAMs)
34281	hsa04660	T cell receptor signaling pathway
34282	hsa04666	Fc gamma R-mediated phagocytosis
34283	hsa05340	Primary immunodeficiency
34284	hsa04010	MAPK signaling pathway
34285	hsa04014	Ras signaling pathway
34286	hsa04024	cAMP signaling pathway
34287	hsa04072	Phospholipase D signaling pathway
34288	hsa04137	Mitophagy - animal
34289	hsa04140	Autophagy - animal
34290	hsa04218	Cellular senescence
34291	hsa04371	Apelin signaling pathway
34292	hsa04625	C-type lectin receptor signaling pathway
34293	hsa04810	Regulation of actin cytoskeleton
34294	hsa05205	Proteoglycans in cancer
34295	hsa04010	MAPK signaling pathway
34296	hsa04014	Ras signaling pathway
34297	hsa04024	cAMP signaling pathway
34298	hsa04072	Phospholipase D signaling pathway
34299	hsa04137	Mitophagy - animal
34300	hsa04140	Autophagy - animal
34301	hsa04218	Cellular senescence
34302	hsa04371	Apelin signaling pathway
34303	hsa04625	C-type lectin receptor signaling pathway
34304	hsa04810	Regulation of actin cytoskeleton
34305	hsa05205	Proteoglycans in cancer
34306	hsa05205	Proteoglycans in cancer
34307	hsa05206	MicroRNAs in cancer
34308	hsa05205	Proteoglycans in cancer
34309	hsa05206	MicroRNAs in cancer
34310	hsa00190	Oxidative phosphorylation
34311	hsa01100	Metabolic pathways
34312	hsa04260	Cardiac muscle contraction
34313	hsa04714	Thermogenesis
34314	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
34315	hsa05010	Alzheimer disease
34316	hsa05012	Parkinson disease
34317	hsa05016	Huntington disease
34318	hsa01521	EGFR tyrosine kinase inhibitor resistance
34319	hsa01522	Endocrine resistance
34320	hsa01524	Platinum drug resistance
34321	hsa04010	MAPK signaling pathway
34322	hsa04012	ErbB signaling pathway
34323	hsa04014	Ras signaling pathway
34324	hsa04015	Rap1 signaling pathway
34325	hsa04022	cGMP-PKG signaling pathway
34326	hsa04024	cAMP signaling pathway
34327	hsa04062	Chemokine signaling pathway
34328	hsa04066	HIF-1 signaling pathway
34329	hsa04068	FoxO signaling pathway
34330	hsa04071	Sphingolipid signaling pathway
34331	hsa04072	Phospholipase D signaling pathway
34332	hsa04140	Autophagy - animal
34333	hsa04150	mTOR signaling pathway
34334	hsa04151	PI3K-Akt signaling pathway
34335	hsa04152	AMPK signaling pathway
34336	hsa04210	Apoptosis
34337	hsa04211	Longevity regulating pathway
34338	hsa04213	Longevity regulating pathway - multiple species
34339	hsa04218	Cellular senescence
34340	hsa04261	Adrenergic signaling in cardiomyocytes
34341	hsa04370	VEGF signaling pathway
34342	hsa04371	Apelin signaling pathway
34343	hsa04380	Osteoclast differentiation
34344	hsa04510	Focal adhesion
34345	hsa04550	Signaling pathways regulating pluripotency of stem cells
34346	hsa04611	Platelet activation
34347	hsa04620	Toll-like receptor signaling pathway
34348	hsa04625	C-type lectin receptor signaling pathway
34349	hsa04630	Jak-STAT signaling pathway
34350	hsa04660	T cell receptor signaling pathway
34351	hsa04662	B cell receptor signaling pathway
34352	hsa04664	Fc epsilon RI signaling pathway
34353	hsa04666	Fc gamma R-mediated phagocytosis
34354	hsa04668	TNF signaling pathway
34355	hsa04722	Neurotrophin signaling pathway
34356	hsa04725	Cholinergic synapse
34357	hsa04728	Dopaminergic synapse
34358	hsa04910	Insulin signaling pathway
34359	hsa04914	Progesterone-mediated oocyte maturation
34360	hsa04915	Estrogen signaling pathway
34361	hsa04917	Prolactin signaling pathway
34362	hsa04919	Thyroid hormone signaling pathway
34363	hsa04920	Adipocytokine signaling pathway
34364	hsa04922	Glucagon signaling pathway
34365	hsa04923	Regulation of lipolysis in adipocytes
34366	hsa04926	Relaxin signaling pathway
34367	hsa04931	Insulin resistance
34368	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
34369	hsa04933	AGE-RAGE signaling pathway in diabetic complications
34370	hsa04973	Carbohydrate digestion and absorption
34371	hsa05142	Chagas disease (American trypanosomiasis)
34372	hsa05145	Toxoplasmosis
34373	hsa05152	Tuberculosis
34374	hsa05160	Hepatitis C
34375	hsa05161	Hepatitis B
34376	hsa05162	Measles
34377	hsa05163	Human cytomegalovirus infection
34378	hsa05164	Influenza A
34379	hsa05165	Human papillomavirus infection
34380	hsa05166	Human T-cell leukemia virus 1 infection
34381	hsa05167	Kaposi sarcoma-associated herpesvirus infection
34382	hsa05168	Herpes simplex virus 1 infection
34383	hsa05169	Epstein-Barr virus infection
34384	hsa05170	Human immunodeficiency virus 1 infection
34385	hsa05200	Pathways in cancer
34386	hsa05205	Proteoglycans in cancer
34387	hsa05210	Colorectal cancer
34388	hsa05211	Renal cell carcinoma
34389	hsa05212	Pancreatic cancer
34390	hsa05213	Endometrial cancer
34391	hsa05214	Glioma
34392	hsa05215	Prostate cancer
34393	hsa05218	Melanoma
34394	hsa05220	Chronic myeloid leukemia
34395	hsa05221	Acute myeloid leukemia
34396	hsa05222	Small cell lung cancer
34397	hsa05223	Non-small cell lung cancer
34398	hsa05224	Breast cancer
34399	hsa05225	Hepatocellular carcinoma
34400	hsa05226	Gastric cancer
34401	hsa05230	Central carbon metabolism in cancer
34402	hsa05231	Choline metabolism in cancer
34403	hsa05418	Fluid shear stress and atherosclerosis
34404	hsa01521	EGFR tyrosine kinase inhibitor resistance
34405	hsa01522	Endocrine resistance
34406	hsa01524	Platinum drug resistance
34407	hsa04010	MAPK signaling pathway
34408	hsa04012	ErbB signaling pathway
34409	hsa04014	Ras signaling pathway
34410	hsa04015	Rap1 signaling pathway
34411	hsa04022	cGMP-PKG signaling pathway
34412	hsa04024	cAMP signaling pathway
34413	hsa04062	Chemokine signaling pathway
34414	hsa04066	HIF-1 signaling pathway
34415	hsa04068	FoxO signaling pathway
34416	hsa04071	Sphingolipid signaling pathway
34417	hsa04072	Phospholipase D signaling pathway
34418	hsa04140	Autophagy - animal
34419	hsa04150	mTOR signaling pathway
34420	hsa04151	PI3K-Akt signaling pathway
34421	hsa04152	AMPK signaling pathway
34422	hsa04210	Apoptosis
34423	hsa04211	Longevity regulating pathway
34424	hsa04213	Longevity regulating pathway - multiple species
34425	hsa04218	Cellular senescence
34426	hsa04261	Adrenergic signaling in cardiomyocytes
34427	hsa04370	VEGF signaling pathway
34428	hsa04371	Apelin signaling pathway
34429	hsa04380	Osteoclast differentiation
34430	hsa04510	Focal adhesion
34431	hsa04550	Signaling pathways regulating pluripotency of stem cells
34432	hsa04611	Platelet activation
34433	hsa04620	Toll-like receptor signaling pathway
34434	hsa04625	C-type lectin receptor signaling pathway
34435	hsa04630	Jak-STAT signaling pathway
34436	hsa04660	T cell receptor signaling pathway
34437	hsa04662	B cell receptor signaling pathway
34438	hsa04664	Fc epsilon RI signaling pathway
34439	hsa04666	Fc gamma R-mediated phagocytosis
34440	hsa04668	TNF signaling pathway
34441	hsa04722	Neurotrophin signaling pathway
34442	hsa04725	Cholinergic synapse
34443	hsa04728	Dopaminergic synapse
34444	hsa04910	Insulin signaling pathway
34445	hsa04914	Progesterone-mediated oocyte maturation
34446	hsa04915	Estrogen signaling pathway
34447	hsa04917	Prolactin signaling pathway
34448	hsa04919	Thyroid hormone signaling pathway
34449	hsa04920	Adipocytokine signaling pathway
34450	hsa04922	Glucagon signaling pathway
34451	hsa04923	Regulation of lipolysis in adipocytes
34452	hsa04926	Relaxin signaling pathway
34453	hsa04931	Insulin resistance
34454	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
34455	hsa04933	AGE-RAGE signaling pathway in diabetic complications
34456	hsa04973	Carbohydrate digestion and absorption
34457	hsa05142	Chagas disease (American trypanosomiasis)
34458	hsa05145	Toxoplasmosis
34459	hsa05152	Tuberculosis
34460	hsa05160	Hepatitis C
34461	hsa05161	Hepatitis B
34462	hsa05162	Measles
34463	hsa05163	Human cytomegalovirus infection
34464	hsa05164	Influenza A
34465	hsa05165	Human papillomavirus infection
34466	hsa05166	Human T-cell leukemia virus 1 infection
34467	hsa05167	Kaposi sarcoma-associated herpesvirus infection
34468	hsa05168	Herpes simplex virus 1 infection
34469	hsa05169	Epstein-Barr virus infection
34470	hsa05170	Human immunodeficiency virus 1 infection
34471	hsa05200	Pathways in cancer
34472	hsa05205	Proteoglycans in cancer
34473	hsa05210	Colorectal cancer
34474	hsa05211	Renal cell carcinoma
34475	hsa05212	Pancreatic cancer
34476	hsa05213	Endometrial cancer
34477	hsa05214	Glioma
34478	hsa05215	Prostate cancer
34479	hsa05218	Melanoma
34480	hsa05220	Chronic myeloid leukemia
34481	hsa05221	Acute myeloid leukemia
34482	hsa05222	Small cell lung cancer
34483	hsa05223	Non-small cell lung cancer
34484	hsa05224	Breast cancer
34485	hsa05225	Hepatocellular carcinoma
34486	hsa05226	Gastric cancer
34487	hsa05230	Central carbon metabolism in cancer
34488	hsa05231	Choline metabolism in cancer
34489	hsa05418	Fluid shear stress and atherosclerosis
34490	hsa04014	Ras signaling pathway
34491	hsa04072	Phospholipase D signaling pathway
34492	hsa04360	Axon guidance
34493	hsa04625	C-type lectin receptor signaling pathway
34494	hsa04630	Jak-STAT signaling pathway
34495	hsa04650	Natural killer cell mediated cytotoxicity
34496	hsa04670	Leukocyte transendothelial migration
34497	hsa04722	Neurotrophin signaling pathway
34498	hsa04920	Adipocytokine signaling pathway
34499	hsa04931	Insulin resistance
34500	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
34501	hsa05168	Herpes simplex virus 1 infection
34502	hsa05205	Proteoglycans in cancer
34503	hsa05211	Renal cell carcinoma
34504	hsa05220	Chronic myeloid leukemia
34505	hsa04330	Notch signaling pathway
34506	hsa05016	Huntington disease
34507	hsa04130	SNARE interactions in vesicular transport
34508	hsa03040	Spliceosome
34509	hsa03018	RNA degradation
34510	hsa04151	PI3K-Akt signaling pathway
34511	hsa05132	Salmonella infection
34512	hsa04151	PI3K-Akt signaling pathway
34513	hsa05132	Salmonella infection
34514	hsa04130	SNARE interactions in vesicular transport
34515	hsa04145	Phagosome
34516	hsa04130	SNARE interactions in vesicular transport
34517	hsa04145	Phagosome
34518	hsa04120	Ubiquitin mediated proteolysis
34519	hsa04144	Endocytosis
34520	hsa04120	Ubiquitin mediated proteolysis
34521	hsa04144	Endocytosis
34522	hsa04145	Phagosome
34523	hsa04210	Apoptosis
34524	hsa04530	Tight junction
34525	hsa04540	Gap junction
34526	hsa05130	Pathogenic Escherichia coli infection
34527	hsa00062	Fatty acid elongation
34528	hsa01040	Biosynthesis of unsaturated fatty acids
34529	hsa01100	Metabolic pathways
34530	hsa01212	Fatty acid metabolism
34531	hsa03440	Homologous recombination
34532	hsa04010	MAPK signaling pathway
34533	hsa04014	Ras signaling pathway
34534	hsa04015	Rap1 signaling pathway
