	pathway	gene1	gene2
14979	hsa00562	PIK3C2A	INPP4A
14980	hsa00562	PIKFYVE	INPP4A
14981	hsa00562	PIKFYVE	MTM1
14982	hsa00562	MTM1	INPP4A
14983	hsa00562	PIKFYVE	PIK3C3
14984	hsa00562	INPP4A	PIK3C3
14985	hsa00562	MTM1	PI4KA
14986	hsa00562	CDIPT	PI4KA
14987	hsa00562	CDIPT	MTM1
14988	hsa00562	PIK3C3	PI4KA
14989	hsa00562	PIK3C3	CDIPT
14990	hsa00562	IMPA1	MTM1
14991	hsa00562	Glycerophospholipid metabolism	CDIPT
14992	hsa00562	Glycerophospholipid metabolism	PI4KA
14993	hsa00562	Glycerophospholipid metabolism	PIK3C3
14994	hsa00562	Glycerophospholipid metabolism	MTM1
14995	hsa00562	IMPA1	INPP4A
14996	hsa00562	IMPA1	ISYNA1
14997	hsa00562	INPP4A	ISYNA1
14998	hsa00562	INPP4A	INPP1
14999	hsa00562	IMPA1	INPP1
15000	hsa00562	INPP1	INPP5J
15001	hsa00562	IMPA1	MIOX
15004	hsa00562	PLCD3	INPP5J
15005	hsa00562	PLCD3	MINPP1
15006	hsa00562	PLCD3	ITPKA
15007	hsa00562	INPP5J	MINPP1
15008	hsa00562	INPP5J	ITPKA
15009	hsa00562	ITPKA	INPP5J
15010	hsa00562	ITPKA	ITPK1
15011	hsa00562	MINPP1	INPP5J
15012	hsa00562	MINPP1	ITPK1
15013	hsa00562	INPP5J	ITPK1
15014	hsa00562	INPP5J	INPP1
15015	hsa00562	ITPK1	ITPK1
15016	hsa00562	ITPK1	INPP1
15018	hsa00562	ITPK1	IPMK
15019	hsa00562	IPMK	IPMK
15020	hsa00562	IPMK	IPPK
15021	hsa00562	IPMK	ITPK1
15024	hsa00562	IPPK	ITPK1
15025	hsa00562	IPMK	ITPKA
15026	hsa00562	IPMK	MINPP1
15027	hsa00562	IPMK	INPP5J
15028	hsa00562	IPMK	PLCD3
15029	hsa00562	MIOX	Pentose and glucuronate interconversions
15030	hsa00562	TPI1	Glycolysis / Gluconeogenesis
15031	hsa00562	PTEN	INPP5D
15032	hsa00562	PIK3CA	INPP5D
15033	hsa00562	INPP5D	PIK3C2A
15034	hsa00562	INPP5D	INPP4A
15035	hsa00562	INPP5B	PIK3C2A
15036	hsa00562	INPP5B	PI4KA
15037	hsa00562	PIP5KL1	PIK3C2A
15038	hsa00562	PIP5KL1	PI4KA
15039	hsa00562	PIK3C2A	PI4KA
15040	hsa00562	Citrate cycle (TCA cycle)	ALDH6A1
15041	hsa00562	IMPA1	CDIPT
15042	hsa00562	MIOX	CDIPT
15045	hsa00562	MTM1	PIKFYVE
15046	hsa00562	MTM1	PIP4K2A
15047	hsa00562	Glycerophospholipid metabolism	INPP5F
15048	hsa00562	MTM1	INPP5F
15049	hsa00562	PIK3C3	INPP5F
15050	hsa00562	INPP5F	CDIPT
15051	hsa00562	INPP5F	PIK3C2A
15052	hsa00562	INPP5F	PIP5KL1
15053	hsa00562	INPP5F	INPP5B
15054	hsa00562	MTM1	FIG4
15055	hsa00562	INPP4A	FIG4
15056	hsa00562	FIG4	MTM1
15057	hsa00562	FIG4	PIK3C3
15058	hsa00310	AASS	AASS
15059	hsa00310	AASS	ALDH7A1
15060	hsa00310	ALDH7A1	AADAT
15061	hsa00310	AADAT	DLD
15062	hsa00310	ECHS1	GCDH
15063	hsa00310	ECHS1	EHHADH
15064	hsa00310	EHHADH	ACAT1
15065	hsa00310	EHMT2	PLOD1
15066	hsa00310	CAMKMT	PLOD1
15067	hsa00310	CAMKMT	EHMT2
15069	hsa00310	EHMT2	CAMKMT
15071	hsa00310	BBOX1	ALDH2
15072	hsa00310	BBOX1	ALDH9A1
15073	hsa00310	COLGALT2	PLOD1
15074	hsa00310	Lysine biosynthesis	Biotin metabolism
15075	hsa00310	AASS	Lysine biosynthesis
15076	hsa00310	AASS	Biotin metabolism
15077	hsa00310	AADAT	Penicillin and cephalosporin biosynthesis
15078	hsa00310	ALDH7A1	Penicillin and cephalosporin biosynthesis
15079	hsa00310	ACAT1	Citrate cycle (TCA cycle)
15080	hsa00310	HYKK	PHYKPL
15081	hsa00310	PHYKPL	AASS
15082	hsa00310	PHYKPL	ALDH7A1
15083	hsa00310	GCDH	DLD
15084	hsa03320	C02165...	PPARA
15086	hsa03320	BR:br08303(C10AB fibrates)	PPARA
15088	hsa03320	BR:br08303(S01BC Antiinflammatory agents	PPARA
15090	hsa03320	C15493	RXRA
15094	hsa03320	C14767...	PPARG
15096	hsa03320	BR:br08303(A10BG Thiazolidinediones)	PPARG
15098	hsa03320	BR:br08303(S01BC Antiinflammatory agents	PPARG
15102	hsa00860	ALAS1	ALAD
15103	hsa00860	HMBS	ALAD
15104	hsa00860	UROS	HMBS
15105	hsa00860	UROD	UROS
15106	hsa00860	CPOX	UROD
15107	hsa00860	PPOX	CPOX
15108	hsa00860	COX10	FECH
15109	hsa00860	COX15	COX10
15110	hsa00860	HCCS	FECH
15111	hsa00860	COX10	HCCS
15112	hsa00860	HMOX1	BLVRA
15113	hsa00860	BLVRA	UGT2B11...
15114	hsa00860	GUSB	UGT2B11...
15115	hsa00860	CP	FECH
15116	hsa00860	EARS2	Alanine
15117	hsa00860	ALAS1	Glycine
15118	hsa00860	PPOX	FECH
15120	hsa00860	UROD	PPOX
15121	hsa00860	CPOX	PPOX
15123	hsa00860	FECH	FECH
15124	hsa00860	FECH	HMOX1
15125	hsa00860	HMOX1	COX10
15126	hsa00860	HCCS	HMOX1
15127	hsa00860	CP	HMOX1
15130	hsa00100	CYP51A1	TM7SF2
15131	hsa00100	TM7SF2	EBP
15132	hsa00100	SC5D	DHCR7
15133	hsa00100	DHCR24	DHCR7
15134	hsa00100	DHCR7	SC5D
15136	hsa00100	LSS	DHCR24
15137	hsa00100	LSS	CYP51A1
15138	hsa00100	DHCR24	CYP51A1
15139	hsa00100	TM7SF2	CYP51A1
15140	hsa00100	DHCR24	TM7SF2
15141	hsa00100	TM7SF2	MSMO1
15142	hsa00100	DHCR24	MSMO1
15143	hsa00100	NSDHL	MSMO1
15144	hsa00100	NSDHL	HSD17B7
15145	hsa00100	EBP	DHCR24
15148	hsa00100	SC5D	EBP
15150	hsa00100	SC5D	DHCR24
15153	hsa00100	DHCR7	DHCR24
15154	hsa00100	CYP27B1	CYP2R1
15155	hsa00100	DHCR24	Brassinosteroid biosynthesis
15157	hsa00100	DHCR7	CEL
15158	hsa00100	DHCR7	SOAT1
15159	hsa00100	CEL	DHCR24
15160	hsa00100	SOAT1	DHCR24
15161	hsa00100	Primary bile acid biosynthesis	Steroid hormone biosynthesis
15162	hsa00100	Primary bile acid biosynthesis	SOAT1
15163	hsa00100	Primary bile acid biosynthesis	CEL
15164	hsa00100	Primary bile acid biosynthesis	DHCR7
15165	hsa00100	Primary bile acid biosynthesis	DHCR24
15166	hsa00100	Steroid hormone biosynthesis	SOAT1
15167	hsa00100	Steroid hormone biosynthesis	CEL
15168	hsa00100	Steroid hormone biosynthesis	DHCR7
15169	hsa00100	Steroid hormone biosynthesis	DHCR24
15170	hsa00100	CYP27B1	CYP24A1
15171	hsa00100	CYP2R1	CYP24A1
15173	hsa00100	CEL	Steroid degradation
15174	hsa00100	SOAT1	Steroid degradation
15175	hsa00100	DHCR24	Steroid degradation
15176	hsa00100	DHCR7	Steroid degradation
15177	hsa00100	Steroid hormone biosynthesis	Steroid degradation
15178	hsa00100	Steroid degradation	Primary bile acid biosynthesis
15179	hsa00100	Terpenoid backbone biosynthesis	FDFT1
15180	hsa00100	FDFT1	SQLE
15181	hsa00100	SQLE	LSS
15182	hsa00260	AGXT	GRHPR
15183	hsa00260	PHGDH	PSAT1
15184	hsa00260	PSAT1	PSPH
15185	hsa00260	AGXT	CBSL
15186	hsa00260	AGXT	AGXT
15187	hsa00260	AGXT	SHMT1
15188	hsa00260	AGXT	SDS
15190	hsa00260	AGXT	PSPH
15192	hsa00260	CBSL	SHMT1
15193	hsa00260	CBSL	SDS
15195	hsa00260	CBSL	PSPH
15199	hsa00260	SHMT1	SDS
15201	hsa00260	PSPH	SHMT1
15202	hsa00260	PSPH	SDS
15204	hsa00260	CHDH	ALDH7A1
15205	hsa00260	ALDH7A1	BHMT
15206	hsa00260	BHMT	DMGDH
15207	hsa00260	DMGDH	PIPOX
15208	hsa00260	DMGDH	SARDH
15209	hsa00260	DMGDH	GNMT
15210	hsa00260	GAMT	GATM
15211	hsa00260	SHMT1	AMT
15212	hsa00260	AMT	DLD
15213	hsa00260	GLDC	DLD
15214	hsa00260	AGXT	GATM
15215	hsa00260	CBSL	CTH
15216	hsa00260	PSPH	SRR
15217	hsa00260	AGXT	SRR
15218	hsa00260	CBSL	SRR
15220	hsa00260	SHMT1	SRR
15221	hsa00260	SDS	SRR
15223	hsa00260	GRHPR	Glyoxylate and dicarboxylate metabolism
15224	hsa00260	AGXT	Glyoxylate and dicarboxylate metabolism
15225	hsa00260	AGXT	Sulfur metabolism
15226	hsa00260	AGXT	Cyanoamino acid metabolism
15227	hsa00260	AGXT	Methane metabolism
15228	hsa00260	AGXT	Sphingolipid metabolism
15229	hsa00260	CBSL	Sulfur metabolism
15230	hsa00260	CBSL	Cyanoamino acid metabolism
15231	hsa00260	CBSL	Methane metabolism
15232	hsa00260	CBSL	Sphingolipid metabolism
15237	hsa00260	SHMT1	Sulfur metabolism
15238	hsa00260	SHMT1	Cyanoamino acid metabolism
15239	hsa00260	SHMT1	Methane metabolism
15240	hsa00260	SHMT1	Sphingolipid metabolism
15241	hsa00260	Cyanoamino acid metabolism	Sulfur metabolism
15242	hsa00260	SDS	Sulfur metabolism
15244	hsa00260	Methane metabolism	Sulfur metabolism
15245	hsa00260	Sphingolipid metabolism	Sulfur metabolism
15246	hsa00260	PSPH	Sulfur metabolism
15247	hsa00260	SDS	Cyanoamino acid metabolism
15249	hsa00260	Methane metabolism	Cyanoamino acid metabolism
15250	hsa00260	Sphingolipid metabolism	Cyanoamino acid metabolism
15251	hsa00260	PSPH	Cyanoamino acid metabolism
15252	hsa00260	SDS	Methane metabolism
15253	hsa00260	SDS	Sphingolipid metabolism
15256	hsa00260	Sphingolipid metabolism	Methane metabolism
15257	hsa00260	PSPH	Methane metabolism
15258	hsa00260	PSPH	Sphingolipid metabolism
15259	hsa00260	SDS	Pyruvate metabolism
15261	hsa00260	DAO	Glyoxylate and dicarboxylate metabolism
15262	hsa00260	ALAS1	Porphyrin and chlorophyll metabolism
15263	hsa00260	MAOA	Pyruvate metabolism
15264	hsa00260	AOC2	Pyruvate metabolism
15265	hsa00260	CTH	Cysteine and methionine metabolism
15266	hsa00260	SRR	Sulfur metabolism
15267	hsa00260	SRR	Cyanoamino acid metabolism
15268	hsa00260	SRR	Methane metabolism
15269	hsa00260	SRR	Sphingolipid metabolism
15270	hsa00260	SHMT1	GATM
15271	hsa00260	SHMT1	PIPOX
15272	hsa00260	SHMT1	SARDH
15273	hsa00260	SHMT1	GNMT
15274	hsa00260	SHMT1	Purine metabolism
15275	hsa00260	SHMT1	GCAT
15276	hsa00260	SHMT1	ALAS1
15277	hsa00260	SHMT1	GLDC
15278	hsa00260	SHMT1	DAO
15279	hsa00260	AGXT	PIPOX
15280	hsa00260	AGXT	SARDH
15281	hsa00260	AGXT	GNMT
15282	hsa00260	AGXT	Purine metabolism
15283	hsa00260	AGXT	GCAT
15284	hsa00260	AGXT	ALAS1
15285	hsa00260	AGXT	GLDC
15286	hsa00260	AGXT	DAO
15287	hsa00260	GATM	PIPOX
15288	hsa00260	GATM	SARDH
15289	hsa00260	GATM	GNMT
15290	hsa00260	GATM	Purine metabolism
15291	hsa00260	GATM	GCAT
15292	hsa00260	GATM	ALAS1
15293	hsa00260	GATM	GLDC
15294	hsa00260	GATM	DAO
15295	hsa00260	PIPOX	Purine metabolism
15296	hsa00260	PIPOX	GCAT
15297	hsa00260	PIPOX	ALAS1
15298	hsa00260	PIPOX	GLDC
15299	hsa00260	PIPOX	DAO
15300	hsa00260	SARDH	Purine metabolism
15301	hsa00260	SARDH	GCAT
15302	hsa00260	SARDH	ALAS1
15303	hsa00260	SARDH	GLDC
15304	hsa00260	SARDH	DAO
15305	hsa00260	GNMT	Purine metabolism
15306	hsa00260	GNMT	GCAT
15307	hsa00260	GNMT	ALAS1
15308	hsa00260	GNMT	GLDC
15309	hsa00260	GNMT	DAO
15310	hsa00260	Purine metabolism	GCAT
15311	hsa00260	Purine metabolism	ALAS1
15312	hsa00260	Purine metabolism	GLDC
15313	hsa00260	Purine metabolism	DAO
15314	hsa00260	GCAT	ALAS1
15315	hsa00260	GCAT	GLDC
15316	hsa00260	GCAT	DAO
15317	hsa00260	ALAS1	GLDC
15318	hsa00260	ALAS1	DAO
15319	hsa00260	GLDC	DAO
15320	hsa00260	SDS	Valine
15321	hsa00260	Glycerophospholipid metabolism	CHDH
15322	hsa00260	GLDC	AMT
15323	hsa00260	SDS	AGXT
15325	hsa00260	Sulfur metabolism	AGXT
15326	hsa00260	Cyanoamino acid metabolism	AGXT
15327	hsa00260	SHMT1	AGXT
15329	hsa00260	CBSL	AGXT
15334	hsa00260	Glycolysis / Gluconeogenesis	PHGDH
15347	hsa00260	SDS	Citrate cycle (TCA cycle)
15349	hsa00260	Pyruvate metabolism	Citrate cycle (TCA cycle)
15361	hsa00260	GRHPR	GLYCTK
15362	hsa00260	GLYCTK	PGAM4
15363	hsa00260	PHGDH	PGAM4
15364	hsa00260	Glycolysis / Gluconeogenesis	PGAM4
15365	hsa00260	Propanoate metabolism	Valine
15366	hsa00260	Propanoate metabolism	SDS
15367	hsa00260	Cysteine and methionine metabolism	SDS
15368	hsa00260	Cysteine and methionine metabolism	Valine
15369	hsa00260	Cysteine and methionine metabolism	Propanoate metabolism
15370	hsa04380	CSF1	CSF1R
15371	hsa04380	CSF1R	GRB2
15373	hsa04380	GRB2	MAPK1
15375	hsa04380	CSF1R	PIK3CA
15377	hsa04380	PIK3CA	AKT3
15379	hsa04380	IFNG	IFNGR1
15380	hsa04380	IFNGR1	STAT1
15382	hsa04380	IL1A	IL1R1
15383	hsa04380	IL1R1	TRAF2
15385	hsa04380	TNF	TNFRSF1A
15386	hsa04380	TNFRSF1A	TRAF2
15387	hsa04380	TGFB1	TGFBR1
15388	hsa04380	TNFSF11	TNFRSF11A
15389	hsa04380	TNFRSF11A	TRAF2
15390	hsa04380	NFKBIA	NFKB1
15391	hsa04380	TRAF2	FYN
15392	hsa04380	FYN	PIK3CA
15394	hsa04380	CYLD	TRAF2
15395	hsa04380	CYLD	SQSTM1
15396	hsa04380	SQSTM1	TRAF2
15397	hsa04380	FHL2	TRAF2
15398	hsa04380	TRAF2	GAB2
15399	hsa04380	MAP2K6	MAPK14
15401	hsa04380	MAP2K7	MAPK8
15403	hsa04380	TRAF2	RAC1
15405	hsa04380	RAC1	CYBA
15406	hsa04380	C00027	MAPK14
15408	hsa04380	C00027	MAPK8
15410	hsa04380	TNFRSF11A	BTK
15412	hsa04380	BTK	PLCG2
15414	hsa04380	PLCG2	PPP3CA
15416	hsa04380	PLCG2	CAMK4
15418	hsa04380	PPP3CA	NFATC1
15420	hsa04380	GAB2	PLCG2
15421	hsa04380	BLNK	PLCG2
15422	hsa04380	SYK	BLNK
15424	hsa04380	TNFRSF11A	FCGR1A
15427	hsa04380	TNFRSF11A	TYROBP
15430	hsa04380	IFNB1	IFNAR1
15431	hsa04380	IFNAR1	JAK1
15432	hsa04380	STAT1	IRF9
15433	hsa04380	SOCS1	JAK1
15434	hsa04380	TNFRSF11B	TNFSF11
15435	hsa04380	BTK	BLNK
15436	hsa04380	IRF9	FOS
15438	hsa04380	STAT1	TRAF2
15440	hsa04380	MAP3K7	MAP2K1
15443	hsa04380	MAP3K7	MAP2K6
15446	hsa04380	MAP3K7	MAP2K7
15449	hsa04380	CAMK4	CREB1
15451	hsa04380	IKBKB	NFKBIA
15453	hsa04380	MAPK14	FOS
15455	hsa04380	MAPK8	FOS
15457	hsa04380	JAK1	STAT1
15459	hsa04380	TRAF2	MAP3K14
15461	hsa04380	MAP3K14	CHUK
15463	hsa04380	CHUK	NFKB2
15465	hsa04380	MAP3K7	IKBKB
15467	hsa04380	NFKB2	NFATC1
15468	hsa04380	NFKB2	IFNB1
15469	hsa04380	NFKB1	NFATC1
15470	hsa04380	NFKB1	IFNB1
15471	hsa04380	FOS	NFATC1
15472	hsa04380	FOS	IFNB1
15473	hsa04380	FOS	CTSK
15474	hsa04380	FOS	ACP5
15475	hsa04380	FOS	CALCR
15476	hsa04380	FOS	ITGB3
15477	hsa04380	NFATC1	CTSK
15478	hsa04380	NFATC1	ACP5
15479	hsa04380	NFATC1	CALCR
15480	hsa04380	NFATC1	ITGB3
15481	hsa04380	CREB1	CTSK
15482	hsa04380	CREB1	ACP5
15483	hsa04380	CREB1	CALCR
15484	hsa04380	CREB1	ITGB3
15485	hsa04380	CREB1	FOS
15486	hsa04380	PPARG	FOS
15487	hsa04658	DLL3	NOTCH3
15488	hsa04658	IFNG	IFNGR1
15489	hsa04658	IFNGR1	STAT1
15490	hsa04658	IL12A	IL12RB1
15491	hsa04658	IL12RB1	STAT4
15492	hsa04658	IFNGR1	JAK1
15493	hsa04658	IL12RB1	JAK2
15494	hsa04658	IL12RB1	TYK2
15495	hsa04658	STAT1	TBX21
15496	hsa04658	STAT1	IFNG
15497	hsa04658	STAT1	IL12RB1
15498	hsa04658	STAT4	TBX21
15499	hsa04658	STAT4	IFNG
15500	hsa04658	STAT4	IL12RB1
15501	hsa04658	TBX21	IFNG
15502	hsa04658	TBX21	IL12RB1
15503	hsa04658	TBX21	GATA3
15504	hsa04658	TBX21	IL4
15505	hsa04658	TBX21	RUNX3
15506	hsa04658	HLA-DMA	CD247
15507	hsa04658	CD4	LCK
15508	hsa04658	LCK	ZAP70
15509	hsa04658	ZAP70	LAT
15510	hsa04658	LAT	PLCG1
15511	hsa04658	PLCG1	C01245
15512	hsa04658	PLCG1	C00165
15513	hsa04658	C00165	PRKCQ
15514	hsa04658	C00076	PPP3CA
15515	hsa04658	PPP3CA	NFATC1
15517	hsa04658	CHUK	NFKBIA
15519	hsa04658	NFKB1	NFKBIA
15520	hsa04658	MAPK1	FOS
15522	hsa04658	MAPK14	JUN
15524	hsa04658	MAPK8	JUN
15526	hsa04658	IL2	IL2RA
15527	hsa04658	IL4	IL4R
15528	hsa04658	IL2RA	STAT5A
15529	hsa04658	IL4R	STAT6
15530	hsa04658	IL2RA	JAK1
15531	hsa04658	IL4R	JAK1
15532	hsa04658	NFATC1	TBX21
15533	hsa04658	NFATC1	IFNG
15534	hsa04658	NFATC1	IL12RB1
15535	hsa04658	NFATC1	GATA3
15536	hsa04658	NFATC1	IL2RA
15537	hsa04658	NFATC1	IL4R
15538	hsa04658	NFATC1	IL4
15539	hsa04658	NFATC1	IL2
15540	hsa04658	NFATC1	IL5
15541	hsa04658	NFATC1	IL13
15542	hsa04658	NFKB1	TBX21
15543	hsa04658	NFKB1	IFNG
15544	hsa04658	NFKB1	IL12RB1
15545	hsa04658	NFKB1	GATA3
15546	hsa04658	NFKB1	IL2RA
15547	hsa04658	NFKB1	IL4R
15548	hsa04658	NFKB1	IL4
15549	hsa04658	NFKB1	IL2
15550	hsa04658	NFKB1	IL5
15551	hsa04658	NFKB1	IL13
15552	hsa04658	FOS	TBX21
15553	hsa04658	FOS	IFNG
15554	hsa04658	FOS	IL12RB1
15555	hsa04658	FOS	GATA3
15556	hsa04658	FOS	IL2RA
15557	hsa04658	FOS	IL4R
15558	hsa04658	FOS	IL4
15559	hsa04658	FOS	IL2
15560	hsa04658	FOS	IL5
15561	hsa04658	FOS	IL13
15562	hsa04658	JUN	TBX21
15563	hsa04658	JUN	IFNG
15564	hsa04658	JUN	IL12RB1
15565	hsa04658	JUN	GATA3
15566	hsa04658	JUN	IL2RA
15567	hsa04658	JUN	IL4R
15568	hsa04658	JUN	IL4
15569	hsa04658	JUN	IL2
15570	hsa04658	JUN	IL5
15571	hsa04658	JUN	IL13
15572	hsa04658	STAT5A	GATA3
15573	hsa04658	STAT5A	IL2RA
15574	hsa04658	STAT5A	IL4R
15575	hsa04658	STAT5A	IL4
15576	hsa04658	STAT5A	IL2
15577	hsa04658	STAT6	GATA3
15578	hsa04658	STAT6	IL2RA
15579	hsa04658	STAT6	IL4R
15580	hsa04658	STAT6	IL4
15581	hsa04658	STAT6	IL2
15582	hsa04658	GATA3	GATA3
15583	hsa04658	GATA3	IL2RA
15584	hsa04658	GATA3	IL4R
15585	hsa04658	GATA3	IL4
15586	hsa04658	GATA3	IL2
15587	hsa04658	GATA3	IL5
15588	hsa04658	GATA3	IL13
15589	hsa04658	GATA3	MAF
15590	hsa04658	GATA3	TBX21
15591	hsa04658	MAF	IL2RA
15592	hsa04658	MAF	IL4R
15593	hsa04658	MAF	IL4
15594	hsa04658	JAG1	NOTCH1
15595	hsa04658	PRKCQ	CHUK
15597	hsa04658	GATA3	IL12RB1
15598	hsa04917	HRAS	RAF1
15599	hsa04917	RAF1	MAP2K1
15601	hsa04917	MAP2K1	MAPK1
15603	hsa04917	PRL	PRLR
15604	hsa04917	PRLR	JAK2
15605	hsa04917	JAK2	SHC2
15606	hsa04917	SHC2	SRC
15607	hsa04917	SRC	PIK3CA
15608	hsa04917	PIK3CA	C05981
15609	hsa04917	C05981	AKT3
15610	hsa04917	SHC2	GRB2
15611	hsa04917	GRB2	SOS1
15612	hsa04917	SOS1	HRAS
15613	hsa04917	HRAS	MAPK8
15614	hsa04917	MAPK8	MAPK14
15615	hsa04917	MAPK14	MAPK1
15621	hsa04917	JAK2	STAT1
15623	hsa04917	TNFSF11	TNFRSF11A
15624	hsa04917	CGA	LHCGR
15625	hsa04917	RAF1	PIK3CA
15626	hsa04917	RAF1	C05981
15629	hsa04917	AKT3	FOXO3
15631	hsa04917	AKT3	GSK3B
15633	hsa04917	GSK3B	CCND1
15635	hsa04917	CISH	PRLR
15636	hsa04917	SOCS4	JAK2
15637	hsa04917	SOCS4	STAT1
15638	hsa04917	FOXO3	GALT
15639	hsa04917	FOS	CCND1
15640	hsa04917	STAT1	CCND1
15641	hsa04917	STAT1	CISH
15642	hsa04917	STAT1	TNFSF11
15643	hsa04917	STAT1	ELF5
15644	hsa04917	STAT1	CSN2
15645	hsa04917	STAT1	LHCGR
15646	hsa04917	STAT1	ESR1
15647	hsa04917	STAT1	IRF1
15648	hsa04917	STAT1	TH
15649	hsa04917	STAT1	PRLR
15650	hsa04917	STAT1	SLC2A2
15651	hsa04917	STAT1	GCK
15652	hsa04917	STAT1	CCND2
15653	hsa04917	STAT1	INS
15654	hsa04917	MAPK1	FOS
15656	hsa04917	TNFRSF11A	NFKB1
15658	hsa04917	NFKB1	CCND1
15659	hsa04917	LHCGR	CYP17A1
15661	hsa04933	TGFB2	TGFBR2
15662	hsa04933	TGFB1	TGFBR2
15663	hsa04933	TGFBR1	SMAD2
15664	hsa04933	SMAD2	SMAD4
15665	hsa04933	AGTR1	TGFB2
15667	hsa04933	AGTR1	TGFB1
15669	hsa04933	C21011...	AGER
15670	hsa04933	AGER	CYBB
15671	hsa04933	AGER	PLCD3
15673	hsa04933	PLCD3	C00165
15674	hsa04933	PLCD3	C01245
15675	hsa04933	C00165	PRKCA
15676	hsa04933	C00076	PRKCA
15677	hsa04933	PRKCA	MAPK1
15680	hsa04933	PRKCA	MAPK14
15683	hsa04933	PRKCA	MAPK8
15686	hsa04933	MAPK1	JUN
15688	hsa04933	MAPK1	NFKB1
15690	hsa04933	MAPK1	SMAD2
15693	hsa04933	MAPK14	JUN
15695	hsa04933	MAPK14	NFKB1
15697	hsa04933	MAPK14	SMAD2
15700	hsa04933	MAPK8	JUN
15702	hsa04933	MAPK8	NFKB1
15704	hsa04933	JUN	TGFB1
15705	hsa04933	JUN	AGER
15706	hsa04933	JUN	VEGFD
15707	hsa04933	JUN	CCL2
15708	hsa04933	JUN	SERPINE1
15709	hsa04933	JUN	SELE
15710	hsa04933	JUN	VCAM1
15711	hsa04933	JUN	ICAM1
15712	hsa04933	JUN	MMP2
15713	hsa04933	NFKB1	AGER
15714	hsa04933	NFKB1	VEGFD
15715	hsa04933	NFKB1	CCL2
15716	hsa04933	NFKB1	SERPINE1
15717	hsa04933	NFKB1	SELE
15718	hsa04933	NFKB1	VCAM1
15719	hsa04933	NFKB1	ICAM1
15720	hsa04933	NFKB1	MMP2
15721	hsa04933	NFKB1	IL1A
15722	hsa04933	NFKB1	IL6
15723	hsa04933	NFKB1	CXCL8
15724	hsa04933	NFKB1	TNF
15725	hsa04933	NFKB1	F3
15726	hsa04933	NFKB1	EDN1
15727	hsa04933	NFKB1	THBD
15728	hsa04933	AGER	DIAPH1
15729	hsa04933	DIAPH1	RAC1
15731	hsa04933	RAC1	MAPK8
15734	hsa04933	HRAS	MAPK1
15736	hsa04933	HRAS	MAPK14
15738	hsa04933	RAC1	MAPK14
15740	hsa04933	PRKCA	CYBB
15742	hsa04933	C00195	MAPK8
15744	hsa04933	MAPK8	FOXO1
15746	hsa04933	MAPK8	BCL2
15748	hsa04933	MAPK8	BAX
15750	hsa04933	BCL2	CASP3
15752	hsa04933	BAX	CASP3
15754	hsa04933	NOS3	MAPK14
15756	hsa04933	MAPK14	FOXO1
15758	hsa04933	MAPK14	BCL2
15760	hsa04933	MAPK14	BAX
15762	hsa04933	AGER	PIK3CA
15764	hsa04933	PIK3CA	AKT3
15766	hsa04933	AKT3	NFKB1
15768	hsa04933	PIK3CA	CASP3
15770	hsa04933	AGER	JAK2
15772	hsa04933	JAK2	STAT3
15774	hsa04933	STAT3	PIM1
15775	hsa04933	PIM1	NFATC1
15777	hsa04933	STAT3	NFATC1
15778	hsa04933	JAK2	STAT1
15780	hsa04933	STAT1	COL1A1
15781	hsa04933	JAK2	STAT5A
15783	hsa04933	STAT5A	CCND1
15785	hsa04933	AGER	PRKCB
15787	hsa04933	PRKCB	MAPK8
15789	hsa04933	MAPK8	EGR1
15791	hsa04933	C00195	MAPK14
15793	hsa04933	NOS3	MAPK8
15795	hsa04933	JUN	IL1A
15796	hsa04933	JUN	IL6
15797	hsa04933	JUN	CXCL8
15798	hsa04933	JUN	TNF
15799	hsa04933	JUN	F3
15800	hsa04933	JUN	EDN1
15801	hsa04933	JUN	THBD
15802	hsa04933	AGT	AGTR1
15803	hsa05321	TLR2	NFKB1
15804	hsa05321	NFKB1	IL12A
15805	hsa05321	IFNG	IFNGR1
15806	hsa05321	IFNGR1	STAT1
15807	hsa05321	STAT1	TBX21
15808	hsa05321	TBX21	IL4
15810	hsa05321	TBX21	IL5
15812	hsa05321	TBX21	IL12RB2
15813	hsa05321	IL12A	IL12RB2
15814	hsa05321	IL12A	IL12RB1
15815	hsa05321	IL12RB2	STAT4
15816	hsa05321	IL12RB1	STAT4
15817	hsa05321	STAT4	IL2
15818	hsa05321	IL12RB2	IL18RAP
15820	hsa05321	IL12RB1	IL18RAP
15822	hsa05321	IL18	IL18RAP
15823	hsa05321	IL18RAP	JUN
15825	hsa05321	IL18RAP	NFKB1
15827	hsa05321	JUN	IFNG
15828	hsa05321	NFKB1	IFNG
15829	hsa05321	TGFB1	SMAD2
15831	hsa05321	IL6	STAT3
15833	hsa05321	STAT3	IL21
15834	hsa05321	IL21	IL21R
15835	hsa05321	IL21R	STAT3
15836	hsa05321	STAT3	IL23R
15838	hsa05321	IL23A	IL23R
15839	hsa05321	IL23A	IL12RB1
15840	hsa05321	IL23R	STAT3
15841	hsa05321	IL12RB1	STAT3
15842	hsa05321	STAT3	RORC
15843	hsa05321	STAT3	RORA
15844	hsa05321	RORC	IL17F
15845	hsa05321	RORC	IL22
15846	hsa05321	RORA	IL17F
15847	hsa05321	RORA	IL22
15848	hsa05321	FOXP3	RORC
